longitude,latitude,Number_of_Vehicles,Number_of_Casualties,Time,Speed_limit,Accident_Severity
79.7,113.6,12.2,4.3,0.40,90.8,4.0
9.1,165.1,30.3,28.5,1.24,144.8,3.0
91.1,174.8,25.6,58.7,11.60,22.8,1.0
109.6,11.4,11.7,67.3,15.72,46.8,1.0
100.0,110.6,16.8,4.8,23.84,45.2,2.0
110.9,108.3,7.7,88.3,15.32,185.0,3.0
69.2,172.4,20.6,90.3,14.05,77.6,4.0
82.1,171.4,9.7,81.0,19.54,130.0,4.0
12.8,83.1,1.4,26.4,20.87,179.7,2.0
88.2,173.3,29.0,88.5,16.14,34.5,3.0
44.6,177.1,22.2,47.7,2.03,182.5,4.0
82.9,75.5,4.8,85.0,4.85,17.2,2.0
9.9,64.0,28.1,1.0,10.66,119.1,1.0
86.5,45.2,5.7,30.0,21.00,171.2,4.0
16.6,166.6,30.2,80.6,13.56,41.9,2.0
31.6,125.9,42.2,2.6,2.44,105.3,4.0
44.3,105.0,13.4,80.2,14.34,149.0,4.0
124.2,83.9,32.4,84.0,14.58,63.2,2.0
92.7,11.8,2.6,21.1,9.83,13.1,1.0
111.1,10.9,27.5,56.8,3.05,14.1,3.0
60.9,27.5,47.8,80.9,4.31,16.3,1.0
118.9,84.2,15.8,74.9,14.93,7.0,2.0
64.9,184.8,25.0,26.7,5.02,34.7,1.0
123.1,117.5,15.1,64.5,7.93,7.9,4.0
51.0,45.9,23.5,10.5,20.92,164.5,2.0
126.7,133.8,38.7,17.8,22.54,39.0,2.0
32.0,91.5,28.7,77.6,14.46,133.2,1.0
71.8,173.1,38.1,89.3,15.59,130.2,3.0
2.4,173.1,34.5,3.4,7.18,188.5,4.0
88.0,98.1,40.8,51.2,17.24,178.3,2.0
56.2,84.2,32.7,10.3,12.78,128.0,2.0
64.1,27.8,15.8,81.1,20.87,6.2,1.0
17.6,123.5,23.2,90.6,5.76,67.6,2.0
93.0,164.1,46.1,80.9,22.39,108.7,1.0
2.2,125.0,12.7,85.5,8.85,139.8,2.0
93.5,56.7,16.8,89.2,9.78,89.8,2.0
72.9,155.8,7.8,27.2,14.35,179.2,3.0
109.0,156.2,23.2,60.0,6.02,121.7,1.0
31.4,144.8,11.8,38.4,11.61,28.5,3.0
48.6,20.6,30.0,50.3,18.37,20.9,2.0
89.7,173.3,33.4,97.8,10.39,94.0,2.0
30.1,41.3,31.6,77.4,2.99,27.0,3.0
100.3,25.2,26.7,100.3,18.49,112.7,3.0
68.3,98.6,23.6,29.1,0.97,22.8,2.0
41.6,30.3,36.6,81.2,19.10,13.8,3.0
17.3,165.9,34.0,5.4,0.42,98.3,1.0
65.0,108.5,2.5,6.4,5.83,155.2,4.0
56.5,33.9,36.5,41.1,9.16,44.4,3.0
88.2,79.6,35.4,7.2,20.24,35.4,1.0
45.2,173.7,33.8,98.4,5.50,190.5,2.0
92.3,39.0,39.4,49.3,21.38,80.1,4.0
119.5,53.5,21.6,62.6,8.57,175.9,4.0
69.9,111.5,40.3,34.3,12.08,22.3,4.0
50.7,37.9,10.0,53.9,2.35,11.0,2.0
102.8,38.1,33.6,51.2,15.74,188.9,1.0
78.5,95.6,2.0,17.8,12.33,72.9,2.0
59.6,128.1,25.3,74.1,16.74,57.7,1.0
88.4,181.6,15.5,10.8,14.54,190.3,2.0
73.3,58.0,2.7,20.6,4.99,194.4,2.0
72.6,74.1,13.6,25.1,23.99,44.0,1.0
51.0,161.4,17.0,36.4,21.22,151.0,1.0
92.5,143.7,17.8,79.8,9.86,67.9,2.0
72.4,84.2,11.5,73.3,14.02,111.5,4.0
65.0,15.7,15.6,57.2,20.17,94.1,2.0
8.1,114.6,10.0,89.4,9.46,80.2,2.0
88.4,68.1,11.1,38.0,16.92,152.9,4.0
99.0,143.1,18.7,30.3,22.71,172.6,4.0
80.9,48.4,23.2,68.0,14.58,173.9,2.0
63.8,78.2,34.9,79.1,17.59,30.0,3.0
48.2,100.3,40.1,30.6,12.57,93.3,4.0
72.3,155.0,6.9,28.3,2.14,97.0,4.0
24.7,57.6,13.4,94.5,11.92,119.0,2.0
47.6,152.4,41.3,31.7,21.48,163.9,3.0
36.8,53.2,12.5,25.0,21.74,92.6,4.0
108.2,155.9,34.9,93.5,7.51,136.5,4.0
46.6,113.0,47.7,43.5,14.02,34.0,2.0
113.8,15.6,18.1,56.2,4.75,185.7,2.0
25.1,75.8,31.4,13.8,13.91,120.6,3.0
47.0,108.4,5.5,15.3,0.83,14.9,4.0
85.4,150.7,14.3,22.2,8.06,167.5,1.0
73.8,69.8,47.5,64.4,18.10,182.2,1.0
103.7,61.8,9.8,44.2,11.23,168.1,1.0
104.4,24.2,1.1,47.9,22.56,145.4,3.0
91.7,67.0,10.1,31.0,12.40,92.7,3.0
21.0,47.2,12.9,9.0,9.96,8.7,4.0
9.4,19.9,30.0,88.2,3.38,22.0,4.0
17.1,169.8,9.7,98.2,3.76,43.9,2.0
48.8,76.0,16.1,41.9,4.35,173.3,3.0
114.3,163.7,22.9,38.2,19.66,146.4,1.0
11.3,24.0,41.6,43.9,22.15,33.8,2.0
72.5,52.9,36.4,42.1,10.10,148.8,3.0
42.9,31.6,13.3,5.8,19.44,27.2,4.0
22.9,43.5,23.9,0.7,15.79,173.7,2.0
69.8,99.4,11.1,96.3,2.14,102.1,3.0
56.2,45.8,9.2,90.3,20.58,112.5,1.0
10.3,136.0,40.9,34.1,10.15,95.8,1.0
102.7,75.5,9.2,16.1,22.75,47.7,4.0
92.4,133.3,32.2,15.5,13.33,64.3,4.0
16.2,75.7,25.2,94.3,21.95,28.1,4.0
116.2,116.1,9.7,28.8,18.21,59.3,1.0
24.6,33.6,7.3,89.9,18.51,128.3,4.0
120.2,183.3,23.7,77.5,15.78,5.9,4.0
52.8,43.3,38.9,38.9,0.64,134.1,1.0
74.4,178.5,29.1,81.3,20.61,46.6,1.0
71.6,123.4,34.7,53.4,8.96,59.9,1.0
30.9,37.3,32.0,56.1,17.89,166.8,2.0
83.7,31.5,30.0,9.2,15.46,39.6,3.0
16.8,132.1,18.1,57.9,11.42,126.4,4.0
52.8,41.1,11.1,75.5,16.15,76.0,3.0
126.7,170.9,49.4,85.6,4.86,130.3,3.0
40.4,121.6,39.7,62.9,10.13,39.0,1.0
72.8,178.7,17.1,60.5,3.11,183.6,2.0
92.5,105.6,8.4,30.9,1.29,10.6,1.0
67.9,183.2,3.7,87.6,0.86,190.1,2.0
56.2,144.8,21.8,23.0,21.46,115.8,1.0
49.0,106.7,25.4,39.6,0.52,45.3,4.0
75.9,78.6,10.0,60.4,17.85,79.5,1.0
10.8,159.3,2.1,77.7,10.89,10.4,4.0
81.8,184.0,41.8,75.8,22.92,199.3,2.0
70.0,48.8,37.6,30.5,0.95,121.2,3.0
69.5,189.1,18.9,3.4,19.98,28.3,3.0
46.2,46.9,20.3,20.9,4.79,86.3,4.0
2.7,141.3,42.2,33.7,14.99,29.5,1.0
18.4,95.7,17.9,83.7,11.65,113.9,4.0
52.0,17.6,47.5,89.2,9.94,186.1,2.0
79.3,53.0,49.5,58.3,3.99,90.6,2.0
85.2,98.4,48.0,43.6,21.38,148.2,2.0
117.9,175.0,26.9,67.9,19.78,183.9,1.0
46.5,105.4,23.4,31.9,10.01,100.6,4.0
2.3,103.8,7.3,4.6,16.90,119.9,3.0
76.2,47.6,43.1,54.5,10.77,141.0,1.0
6.1,134.3,39.4,89.3,6.90,79.4,3.0
112.2,19.8,20.5,87.4,18.02,77.1,2.0
52.6,79.6,4.9,3.0,10.63,191.4,1.0
78.4,169.9,3.7,81.1,6.71,22.8,3.0
124.8,131.4,34.5,24.8,12.68,195.7,1.0
97.3,14.6,22.7,76.0,7.23,176.1,1.0
85.2,48.5,40.1,75.1,19.89,126.2,2.0
124.7,111.0,27.2,81.3,11.82,189.3,4.0
43.3,38.4,8.2,40.6,23.92,178.6,1.0
70.6,75.6,20.7,4.6,12.13,191.5,1.0
84.5,73.2,25.4,55.6,3.82,141.1,2.0
76.7,116.3,38.5,50.9,20.85,21.6,1.0
62.0,77.3,17.1,67.7,7.12,146.4,4.0
64.2,169.7,43.5,49.6,20.32,193.7,2.0
102.5,44.6,11.5,59.9,4.40,175.5,3.0
36.7,137.6,49.7,22.8,13.72,121.6,2.0
100.1,155.6,19.4,84.8,4.17,146.2,1.0
67.2,60.1,29.7,49.9,5.89,167.9,3.0
47.7,90.6,14.5,99.5,16.89,193.1,3.0
108.3,172.2,33.6,65.1,21.64,109.7,4.0
25.8,104.4,44.4,4.1,19.36,22.2,4.0
8.7,138.8,9.1,36.1,23.09,182.7,2.0
55.2,139.8,48.9,13.2,16.56,151.2,3.0
25.4,102.3,5.6,8.7,15.62,184.3,3.0
1.7,185.1,37.5,91.1,13.58,20.7,3.0
100.7,97.1,17.3,93.1,18.99,176.4,3.0
64.4,177.9,6.2,73.8,11.97,119.4,3.0
42.9,44.0,27.9,10.4,14.86,153.6,2.0
22.9,44.6,15.3,66.5,1.16,6.5,2.0
61.5,128.1,17.1,97.5,12.58,134.7,3.0
8.4,117.0,15.1,97.4,8.51,154.5,2.0
82.8,37.5,11.8,25.7,20.88,130.9,2.0
14.4,76.6,20.8,43.6,17.55,125.5,3.0
39.2,88.5,37.5,84.8,5.58,163.7,1.0
6.8,120.5,2.9,63.7,3.27,93.4,2.0
24.8,50.6,18.1,47.6,22.72,6.9,1.0
29.8,76.9,18.7,48.8,9.82,40.7,3.0
2.9,119.7,1.8,13.3,3.96,79.1,1.0
114.1,76.3,20.7,97.4,11.50,32.3,3.0
81.3,84.6,33.4,52.1,4.55,6.9,4.0
59.7,12.4,41.1,22.7,5.81,132.3,3.0
66.8,154.4,26.3,50.2,22.24,20.1,3.0
93.6,160.4,37.9,80.6,9.09,49.4,1.0
48.4,176.5,1.5,73.7,20.88,153.8,4.0
66.0,188.6,12.1,56.0,23.54,165.8,3.0
56.8,11.5,8.5,4.8,1.10,45.1,4.0
67.7,161.7,17.1,29.1,4.11,173.6,1.0
11.2,145.8,5.2,3.7,21.51,21.7,2.0
32.2,89.0,42.0,23.8,2.43,19.9,3.0
62.0,114.0,37.4,98.8,21.91,43.7,1.0
118.4,136.1,36.0,75.3,1.10,171.4,4.0
63.3,60.6,9.7,88.7,23.94,99.6,4.0
44.3,54.1,7.2,3.9,3.98,172.9,1.0
72.4,158.9,40.3,83.9,16.18,131.6,2.0
100.1,121.9,45.6,1.0,18.37,139.8,2.0
82.8,158.2,26.6,44.9,11.69,121.4,4.0
102.6,25.8,13.3,59.7,8.85,25.0,1.0
33.5,77.1,40.6,8.3,8.67,156.2,2.0
93.7,75.1,22.7,81.7,3.20,35.0,4.0
61.8,50.8,5.5,7.5,15.11,128.2,2.0
17.7,188.4,14.4,99.6,2.73,110.5,4.0
98.0,94.3,17.1,30.4,14.01,45.7,3.0
118.9,189.6,39.8,86.5,3.79,27.5,1.0
42.5,38.0,48.0,41.6,2.32,103.4,1.0
74.8,150.9,35.9,1.1,18.82,78.4,1.0
98.5,68.4,34.5,67.8,1.67,138.7,3.0
96.0,26.3,16.6,89.9,16.03,19.0,4.0
119.5,65.7,8.8,88.6,16.72,186.2,3.0
53.2,120.3,23.4,54.9,7.38,116.8,1.0
78.2,34.6,12.3,85.4,6.26,154.3,3.0
106.5,74.8,17.8,35.5,1.73,30.7,2.0
65.9,89.5,46.8,10.0,21.95,111.3,1.0
37.4,35.1,9.7,84.8,5.92,75.9,2.0
62.5,92.9,14.3,32.0,17.05,16.7,2.0
48.6,125.3,27.7,93.8,17.06,65.1,2.0
3.1,174.3,10.8,95.3,8.78,98.8,3.0
31.0,56.1,18.8,66.4,12.91,65.7,4.0
71.3,143.9,18.8,56.3,7.91,192.3,1.0
57.8,133.2,48.8,22.7,10.77,65.7,4.0
122.7,152.9,21.1,72.1,13.54,105.2,2.0
84.7,24.4,47.2,4.4,19.11,68.4,4.0
38.1,114.1,8.2,86.4,0.04,168.1,1.0
118.6,16.8,17.9,82.4,17.98,19.8,4.0
10.7,105.3,24.8,65.4,1.51,117.7,1.0
77.4,109.5,1.3,17.6,17.12,52.6,2.0
17.0,62.5,45.1,99.4,11.52,107.4,3.0
111.7,97.2,35.1,7.4,9.22,130.3,2.0
19.9,123.3,47.1,22.7,1.79,165.0,1.0
126.5,167.0,34.8,3.4,23.88,106.3,3.0
18.0,117.3,26.3,58.8,2.55,140.6,2.0
2.6,146.3,19.3,97.9,13.67,112.2,1.0
71.3,26.2,41.2,46.6,9.64,106.1,1.0
5.4,105.5,40.7,14.2,14.19,98.2,4.0
91.2,157.1,33.2,44.0,13.79,122.3,4.0
108.3,83.6,48.1,41.3,13.36,118.6,2.0
23.5,52.5,6.1,86.5,22.25,86.9,2.0
51.5,117.5,15.9,78.5,6.57,109.6,1.0
9.7,13.7,29.5,80.4,19.36,189.8,3.0
124.4,83.1,31.4,45.5,12.73,159.6,2.0
83.5,107.7,45.3,61.4,0.10,23.2,4.0
28.8,92.8,31.3,79.2,20.40,13.7,3.0
52.9,188.6,28.5,3.2,15.02,127.0,1.0
119.5,95.9,21.7,45.0,12.46,73.7,4.0
49.9,151.3,28.6,19.6,21.16,17.6,3.0
119.8,137.4,41.9,15.6,5.74,18.6,2.0
118.9,36.0,4.7,37.2,10.97,35.7,3.0
16.2,110.1,44.0,74.2,12.49,27.5,3.0
60.5,27.6,3.1,10.7,18.59,119.9,3.0
49.9,96.7,40.9,29.4,2.49,135.1,4.0
108.0,98.1,15.2,2.3,13.85,168.5,2.0
40.8,167.8,41.7,44.6,13.85,33.1,3.0
72.5,103.2,19.7,0.8,16.01,77.3,1.0
85.4,106.1,15.2,92.1,9.99,21.9,3.0
105.0,13.7,33.2,4.5,15.22,37.0,1.0
61.2,94.3,18.8,13.7,5.39,101.1,1.0
56.5,145.1,40.8,4.8,13.99,99.9,4.0
7.6,65.8,15.5,28.5,1.88,50.3,1.0
19.1,46.9,26.8,60.4,3.57,89.4,3.0
125.9,173.1,3.2,21.2,22.24,80.4,1.0
37.3,37.5,14.6,50.7,3.49,66.0,4.0
62.6,115.6,9.7,19.8,22.20,187.5,2.0
29.5,51.0,8.7,37.8,15.28,42.2,2.0
75.6,184.0,29.4,67.5,14.46,174.0,3.0
30.9,66.9,29.1,37.0,12.67,142.9,3.0
90.3,32.3,11.2,61.0,6.87,173.5,1.0
74.8,100.1,7.5,54.2,23.71,159.5,4.0
85.1,82.5,14.6,34.5,22.64,20.9,2.0
74.7,188.7,25.5,94.9,17.69,139.2,4.0
25.7,132.5,14.4,33.3,16.99,194.1,2.0
53.2,20.5,10.9,89.8,0.58,7.0,1.0
101.1,153.8,44.9,11.1,0.17,19.2,4.0
85.6,156.5,9.5,8.4,2.72,129.0,3.0
76.7,80.8,22.0,92.8,17.76,99.5,4.0
36.0,183.9,3.9,55.0,9.39,195.8,2.0
15.0,17.4,36.2,81.1,13.24,173.7,2.0
84.1,72.0,40.9,96.9,0.71,161.0,4.0
67.5,116.4,29.2,50.6,6.70,25.4,3.0
107.6,87.7,30.3,24.4,16.57,147.2,1.0
39.7,47.7,16.1,68.0,9.47,5.9,2.0
45.3,128.4,6.6,8.2,20.16,113.5,1.0
77.2,11.0,46.6,96.1,14.23,181.4,2.0
34.8,105.8,17.7,93.9,21.82,95.9,3.0
114.6,92.6,2.4,100.8,18.79,62.3,3.0
96.4,188.0,37.5,36.4,11.57,19.6,3.0
126.2,140.6,33.5,23.2,13.75,23.3,4.0
87.9,169.4,37.8,4.1,9.30,87.0,4.0
93.2,34.2,33.9,51.2,7.82,51.4,4.0
80.3,19.2,26.6,5.2,11.11,25.1,1.0
122.0,76.5,38.7,96.3,3.10,168.9,1.0
33.3,121.2,37.1,96.0,15.02,137.4,1.0
73.0,109.5,23.1,80.5,4.37,62.2,3.0
55.1,71.0,35.3,35.5,3.65,197.7,4.0
10.6,155.9,15.5,44.3,17.66,165.7,3.0
2.9,148.8,33.4,59.1,4.52,81.1,1.0
100.1,174.6,19.4,5.5,10.07,28.7,1.0
69.5,142.1,16.9,42.8,19.87,116.1,4.0
57.1,110.3,46.9,13.8,18.89,128.5,1.0
94.8,59.9,32.7,88.6,15.59,185.8,2.0
54.0,74.5,48.7,72.8,19.78,26.5,1.0
74.6,95.2,12.4,49.1,17.75,144.9,4.0
111.1,143.3,12.0,23.9,1.86,105.2,2.0
49.6,25.5,12.9,46.7,9.85,103.3,3.0
22.1,135.4,34.9,21.0,1.65,81.7,1.0
90.8,29.7,24.6,6.1,23.19,90.1,2.0
63.4,42.3,35.3,11.1,2.84,37.8,1.0
20.7,32.3,28.9,41.9,6.79,182.9,2.0
111.3,12.8,39.3,81.3,6.09,175.3,1.0
108.6,173.3,32.9,38.5,18.51,23.5,2.0
90.9,41.8,28.7,36.7,15.93,100.6,4.0
113.5,131.5,19.9,95.0,21.49,70.6,2.0
120.2,26.6,29.6,48.3,22.99,142.5,2.0
69.9,131.5,16.8,83.5,2.42,140.0,1.0
75.9,20.6,20.3,10.6,17.56,153.3,2.0
112.0,187.3,36.6,75.5,4.28,154.8,4.0
18.4,162.5,37.5,39.7,7.37,175.0,3.0
5.5,178.5,19.4,24.5,2.18,66.9,3.0
19.9,114.5,47.9,13.0,15.44,168.7,2.0
86.3,102.7,9.1,90.3,5.92,108.3,2.0
8.1,32.8,1.0,84.5,6.39,135.8,3.0
125.2,22.5,3.5,92.5,16.16,42.0,1.0
95.6,58.5,39.6,71.9,20.14,79.5,3.0
82.1,157.0,19.2,32.2,1.98,164.0,4.0
57.9,52.6,1.8,31.8,13.07,50.7,1.0
44.0,173.6,18.9,10.8,7.70,149.6,4.0
15.6,97.6,39.1,64.0,22.94,84.8,1.0
93.7,169.5,18.1,91.7,13.26,123.8,3.0
17.9,137.8,48.2,59.7,12.66,141.8,1.0
89.0,159.3,38.9,24.2,19.71,165.7,2.0
92.6,152.4,5.2,78.4,0.90,155.7,1.0
41.8,147.7,39.1,25.8,6.89,158.0,4.0
19.8,105.9,40.9,83.2,14.26,40.2,4.0
103.6,75.3,32.9,31.2,3.00,168.5,4.0
36.9,99.0,34.4,15.8,21.56,137.6,3.0
85.9,134.3,3.5,48.6,1.81,25.1,4.0
93.5,168.0,39.6,43.2,6.77,60.4,3.0
32.3,113.6,30.9,94.3,15.07,150.7,3.0
28.2,31.0,1.6,62.9,10.46,15.9,4.0
60.9,135.8,10.0,91.5,12.20,95.8,2.0
119.5,64.5,34.6,70.9,6.18,62.3,4.0
45.7,102.5,10.6,18.4,21.75,167.3,2.0
100.2,130.3,33.6,70.5,5.38,33.9,3.0
54.8,15.2,33.1,68.6,14.88,17.0,1.0
48.6,66.4,20.7,100.4,4.99,160.2,3.0
70.4,114.9,23.7,6.1,2.32,27.3,2.0
125.4,26.1,30.8,71.2,21.84,166.4,4.0
46.5,56.9,29.4,61.1,21.33,87.8,1.0
71.2,107.1,40.5,25.0,17.32,143.0,1.0
86.6,87.6,4.1,33.1,4.43,87.7,1.0
57.2,67.5,1.6,63.1,5.16,13.7,1.0
103.9,67.3,32.9,8.6,0.86,112.9,1.0
42.9,52.8,48.4,83.2,13.14,69.2,4.0
90.7,63.1,37.4,50.4,4.85,187.5,2.0
1.4,74.6,15.5,81.2,13.33,174.7,3.0
125.6,142.2,47.8,43.6,8.94,61.5,4.0
17.6,107.8,49.8,85.5,14.36,129.3,1.0
96.8,45.9,6.0,80.2,18.17,78.9,4.0
4.0,136.5,39.8,3.2,0.96,61.7,3.0
93.4,144.9,3.2,20.1,2.77,89.2,1.0
51.1,148.0,34.4,74.7,18.58,168.2,2.0
22.7,99.1,28.4,25.3,7.11,84.1,3.0
17.6,123.8,5.4,52.2,5.41,179.3,3.0
88.9,50.6,27.8,65.8,13.68,169.4,2.0
2.8,129.1,29.1,26.9,9.69,58.7,2.0
40.9,119.1,30.1,49.0,19.83,166.3,1.0
111.3,82.0,6.3,61.3,5.34,119.2,3.0
61.5,181.2,26.6,1.3,19.97,136.4,1.0
100.9,186.4,41.5,0.8,16.15,31.7,1.0
58.5,55.1,3.2,39.8,1.81,17.7,3.0
51.9,42.8,29.0,52.4,5.20,131.4,3.0
3.4,113.1,41.1,24.5,10.62,75.5,2.0
95.0,65.3,44.0,81.5,6.67,137.2,4.0
126.9,122.3,30.5,0.3,21.52,25.0,2.0
69.9,187.5,16.9,95.0,11.27,169.9,2.0
61.9,163.1,39.7,55.1,5.07,125.5,2.0
51.9,112.1,36.4,35.8,20.27,142.0,3.0
52.7,142.5,41.0,44.3,21.14,38.3,1.0
28.2,151.2,39.0,8.5,20.86,50.2,4.0
100.3,124.5,10.0,81.5,4.98,8.4,3.0
9.9,38.8,47.8,94.6,19.29,88.2,4.0
55.0,163.3,42.0,54.3,20.74,140.5,4.0
71.2,173.9,21.1,53.5,22.15,14.3,2.0
14.4,127.3,14.9,91.0,17.17,124.2,4.0
41.8,126.1,32.4,63.3,11.78,146.1,3.0
113.7,148.6,45.4,18.3,23.97,163.0,2.0
102.2,183.8,46.1,60.1,4.80,104.1,2.0
127.9,114.4,6.9,34.5,14.36,34.7,2.0
69.2,164.5,28.1,22.1,8.99,171.0,4.0
5.8,167.3,40.8,4.8,4.26,8.9,1.0
109.6,48.3,16.7,79.4,3.53,193.9,4.0
73.6,153.3,2.2,35.2,10.71,50.6,4.0
22.3,50.9,34.8,43.3,22.63,14.0,1.0
94.3,48.7,28.9,11.1,19.72,190.7,3.0
64.3,108.8,26.0,81.0,20.18,65.7,1.0
37.7,167.3,16.5,98.7,4.10,139.5,4.0
78.2,130.7,7.9,58.4,21.46,116.2,2.0
21.2,32.2,12.7,54.0,18.17,64.4,1.0
39.7,59.1,5.6,26.5,3.16,164.9,2.0
50.5,76.0,18.9,47.3,3.06,45.8,4.0
29.3,42.9,26.7,81.2,3.47,101.1,3.0
36.6,13.4,48.8,44.3,17.23,144.2,1.0
56.8,29.4,35.5,75.8,17.49,110.5,2.0
43.7,150.6,44.1,24.9,24.00,55.6,4.0
6.2,66.7,14.0,90.2,7.76,11.6,2.0
94.9,30.0,41.5,1.8,5.47,192.1,4.0
122.8,62.2,47.8,97.4,16.33,71.5,4.0
109.0,181.1,31.1,74.1,9.13,124.8,2.0
40.4,24.2,4.5,83.5,3.09,40.0,3.0
74.8,175.2,13.2,34.4,9.62,12.3,2.0
74.0,176.9,13.6,84.6,16.78,194.1,1.0
122.9,90.8,9.5,67.4,23.90,199.5,1.0
118.4,162.3,17.6,6.1,13.79,10.7,2.0
75.4,179.9,15.3,60.6,7.22,10.9,3.0
64.6,93.3,24.5,24.9,20.77,74.4,1.0
75.4,68.6,5.2,78.9,14.86,79.7,4.0
62.4,147.7,7.8,80.4,21.83,39.9,1.0
87.3,66.1,45.8,43.2,8.69,101.7,1.0
16.1,151.8,32.5,54.3,7.29,151.1,3.0
112.7,126.4,42.6,20.7,17.40,132.4,1.0
89.0,18.1,18.4,79.1,12.02,124.2,3.0
48.0,154.1,3.6,37.8,5.97,95.6,4.0
43.2,13.5,14.0,72.0,10.20,7.9,4.0
76.6,38.1,9.3,20.1,15.91,7.7,1.0
106.9,59.3,38.7,32.3,4.16,17.5,1.0
61.5,170.4,39.5,29.8,12.44,51.3,3.0
100.8,154.7,46.9,13.1,4.20,97.0,4.0
49.5,17.6,25.3,12.9,17.08,122.3,1.0
22.6,129.0,49.1,20.3,8.39,191.3,3.0
64.9,123.5,29.3,46.1,23.79,10.9,1.0
48.9,136.1,43.2,57.1,12.22,176.1,4.0
81.0,33.3,9.6,92.2,14.00,147.1,1.0
7.3,45.1,8.8,22.8,18.98,36.3,4.0
58.0,20.8,26.9,12.7,21.39,189.0,4.0
72.2,52.7,32.1,36.1,17.80,28.6,3.0
106.7,21.9,12.9,95.2,12.13,185.2,2.0
48.2,102.9,22.5,52.6,12.86,65.5,2.0
9.2,108.6,9.6,97.2,23.09,84.8,2.0
57.3,11.7,46.0,95.4,9.74,31.7,4.0
63.5,131.4,40.3,38.5,18.68,6.0,1.0
110.8,184.4,14.3,3.7,22.38,77.1,2.0
94.9,14.3,31.2,9.9,18.67,158.4,4.0
117.4,155.8,26.9,99.7,13.64,45.1,4.0
24.9,60.6,33.5,44.0,11.31,32.2,4.0
54.4,92.6,41.4,46.7,9.77,100.7,2.0
33.9,88.1,35.1,92.3,15.08,40.0,3.0
77.8,142.1,25.4,68.5,10.45,171.1,1.0
13.5,143.7,16.1,9.4,4.73,33.8,1.0
79.7,110.8,42.1,54.4,15.12,90.2,2.0
121.7,170.9,9.4,60.7,12.28,9.0,2.0
44.5,110.3,30.0,34.3,5.42,156.0,3.0
103.4,105.9,33.3,56.3,15.32,58.5,4.0
119.2,126.2,18.7,46.2,5.76,25.7,4.0
66.7,187.7,12.9,71.2,12.03,160.3,3.0
87.9,44.3,12.9,48.5,1.66,96.2,2.0
125.5,89.6,40.8,26.2,6.36,121.6,2.0
85.9,174.1,6.7,43.3,6.94,140.1,4.0
72.5,115.6,13.3,54.7,6.54,46.2,3.0
111.9,177.5,21.5,37.2,3.66,78.0,4.0
88.8,113.3,18.2,46.0,17.11,53.9,1.0
64.4,113.7,20.5,61.2,1.16,175.3,4.0
122.8,69.2,29.8,14.9,18.04,166.6,4.0
77.8,29.9,49.6,10.4,8.14,11.6,2.0
8.9,71.9,5.6,47.9,0.65,195.9,1.0
30.0,129.8,33.3,75.6,19.55,167.2,2.0
123.8,121.5,27.5,24.8,2.74,17.5,3.0
69.5,62.6,47.6,5.3,23.69,192.7,4.0
124.3,169.1,13.7,82.2,4.76,172.7,3.0
19.8,72.0,6.9,32.4,3.56,141.6,1.0
11.0,67.2,49.5,96.7,2.44,126.2,4.0
7.3,138.1,23.7,82.7,21.26,125.1,2.0
41.6,47.3,27.2,9.3,5.86,44.4,4.0
72.5,137.7,11.3,68.2,16.11,110.6,4.0
97.9,54.3,3.2,35.9,8.35,144.7,2.0
122.4,99.5,46.4,15.0,6.14,82.8,3.0
52.9,114.0,17.1,9.4,2.97,45.4,3.0
112.3,49.0,48.9,4.0,2.10,49.8,4.0
4.3,63.5,33.8,61.3,15.95,199.7,1.0
64.2,122.5,26.5,15.0,7.98,162.9,3.0
34.2,125.5,20.9,81.8,7.68,12.6,1.0
7.9,187.0,2.4,49.5,19.53,193.8,2.0
4.5,103.6,22.4,83.8,15.22,127.2,2.0
2.4,123.9,37.3,15.3,0.28,153.1,4.0
104.0,67.5,50.0,94.1,18.87,137.0,2.0
19.6,156.6,38.4,91.6,12.88,48.8,2.0
46.0,143.6,22.4,88.0,14.81,176.3,1.0
83.6,182.5,47.2,95.3,9.76,69.3,3.0
93.2,65.4,27.3,6.0,8.51,73.2,2.0
14.8,74.4,48.7,51.7,14.12,149.8,4.0
99.1,89.4,9.7,97.7,9.17,104.7,4.0
11.6,55.4,36.7,84.5,5.95,96.7,3.0
73.1,54.5,48.6,39.0,15.45,179.4,4.0
27.6,104.9,23.2,74.3,23.81,101.3,4.0
99.2,58.8,34.5,25.7,8.86,18.0,4.0
95.7,138.9,15.2,9.1,10.33,189.3,3.0
127.7,72.3,10.1,93.4,9.74,6.3,2.0
109.7,171.0,10.5,16.2,23.81,99.3,3.0
29.3,86.9,37.7,92.5,1.92,124.4,4.0
116.9,99.4,2.0,61.0,23.39,154.2,4.0
15.1,134.9,19.0,54.3,3.81,127.1,3.0
39.8,132.4,23.8,35.4,13.08,44.1,3.0
40.3,126.5,15.7,84.6,3.74,178.5,4.0
70.5,94.6,22.1,29.3,21.44,117.5,1.0
9.9,73.8,1.8,43.6,14.71,109.3,1.0
58.3,52.2,11.8,26.7,12.16,159.4,3.0
90.8,156.1,44.4,56.8,16.56,95.4,4.0
28.7,87.1,7.0,83.7,6.80,156.5,4.0
100.8,72.2,23.0,82.2,11.33,141.9,3.0
92.8,156.5,45.2,23.8,6.04,184.0,1.0
